year,seniority_level,employment_status,job_title,salary_in_currency,salary_currency,salary,country,remote_ratio,company_location,company_size,ratio,survey,salary_norm,job_category,z_score,modif_z_score
2023,senior,ft,data scientist,180000,usd,180000,us,100,us,m,1.0,ai,2.7573529411764706,Data Scientist/ ML Engineer,0.004788834391926662,0.34439745980204417
2023,senior,ft,data scientist,135000,usd,135000,us,100,us,m,1.0,ai,2.068014705882353,Data Scientist/ ML Engineer,-0.2225636195365577,0.4304968247525559
2023,senior,ft,data scientist,200000,usd,200000,us,0,us,m,1.0,ai,3.0637254901960786,Data Scientist/ ML Engineer,0.10583436947125312,0.6887949196040889
2023,senior,ft,data scientist,120000,usd,120000,us,0,us,m,1.0,ai,1.838235294117647,Data Scientist/ ML Engineer,-0.29834777084605246,0.6887949196040892
2023,senior,ft,machine learning engineer,212000,usd,212000,us,0,us,m,1.0,ai,3.247549019607843,Data Scientist/ ML Engineer,0.16646169051884888,0.8954333954853153
2023,senior,ft,machine learning engineer,93300,usd,93300,us,0,us,m,1.0,ai,1.4292279411764706,Data Scientist/ ML Engineer,-0.43324356017695315,1.1485655284398184
2023,medior,ft,data engineer,106700,usd,106700,us,0,us,m,1.0,ai,1.6344975490196079,Data Engineer,-0.2890684848216778,0.3526671428571428
2023,medior,ft,data engineer,57700,usd,57700,us,0,us,m,1.0,ai,0.8838848039215687,Data Engineer,-0.6400161064504016,1.2969671428571425
2023,senior,ft,machine learning engineer,266400,usd,266400,us,0,us,m,1.0,ai,4.080882352941177,Data Scientist/ ML Engineer,0.4413055459346166,1.8321944861468764
2023,senior,ft,machine learning engineer,173300,usd,173300,us,0,us,m,1.0,ai,2.654718137254902,Data Scientist/ ML Engineer,-0.029061419859647643,0.2290243107683594
2023,medior,ft,data analyst,125000,usd,125000,us,0,us,m,1.0,ai,1.914828431372549,Data Analyst,-0.15800029143788913,0.0
2023,medior,ft,data analyst,100000,usd,100000,us,0,us,m,1.0,ai,1.5318627450980393,Data Analyst,-0.3370552004321359,0.4817857142857141
2023,senior,ft,business intelligence engineer,165600,usd,165600,us,0,us,l,1.0,ai,2.536764705882353,Business Analyst,-0.06796395086518836,0.0964312887445721
2023,senior,ft,business intelligence engineer,65800,usd,65800,us,0,us,l,1.0,ai,1.0079656862745099,Business Analyst,-0.5721811709110268,1.6221120356676295
2023,medior,ft,data scientist,210400,usd,210400,us,0,us,m,1.0,ai,3.2230392156862746,Data Scientist/ ML Engineer,0.4536512776864581,1.6457800000000002
2023,medior,ft,data scientist,170500,usd,170500,us,0,us,m,1.0,ai,2.611825980392157,Data Scientist/ ML Engineer,0.1678796429316401,0.8768500000000001
2023,senior,ft,data scientist,212000,usd,212000,us,0,us,m,1.0,ai,3.247549019607843,Data Scientist/ ML Engineer,0.16646169051884888,0.8954333954853153
2023,senior,ft,data scientist,93300,usd,93300,us,0,us,m,1.0,ai,1.4292279411764706,Data Scientist/ ML Engineer,-0.43324356017695315,1.1485655284398184
2023,medior,ft,data engineer,170000,usd,170000,us,100,us,m,1.0,ai,2.6041666666666665,Data Engineer,0.1642985447517551,0.8672142857142855
2023,medior,ft,data engineer,160000,usd,160000,us,100,us,m,1.0,ai,2.450980392156863,Data Engineer,0.09267658115405651,0.6745000000000002
2023,senior,ft,data scientist,185400,usd,185400,us,100,us,m,1.0,ai,2.8400735294117645,Data Scientist/ ML Engineer,0.03207112886334472,0.437384773948596
2023,senior,ft,data scientist,81536,usd,81536,us,100,us,m,1.0,ai,1.2490196078431373,Data Scientist/ ML Engineer,-0.4926785439106129,1.351140114295381
2023,senior,ft,data analyst,193000,usd,193000,us,0,us,m,1.0,ai,2.9564950980392157,Data Analyst,0.07046843219348882,0.5682558086733732
2023,senior,ft,data analyst,158000,usd,158000,us,0,us,m,1.0,ai,2.420343137254902,Data Analyst,-0.10636125419533231,0.03443974598020457
2023,senior,ft,data engineer,170000,usd,170000,us,100,us,m,1.0,ai,2.6041666666666665,Data Engineer,-0.045733933147736563,0.17219872990102186
2023,senior,ft,data engineer,100000,usd,100000,us,100,us,m,1.0,ai,1.5318627450980393,Data Engineer,-0.39939330592537875,1.0331923794061333
2023,medior,ft,applied scientist,222200,usd,222200,us,0,us,l,1.0,ai,3.403799019607843,Data Scientist/ ML Engineer,0.5381651947317425,1.8731828571428573
2023,medior,ft,applied scientist,136000,usd,136000,us,0,us,l,1.0,ai,2.0833333333333335,Data Scientist/ ML Engineer,-0.07921613148042045,0.2119857142857145
2023,medior,ft,data engineer,148000,usd,148000,us,0,us,m,1.0,ai,2.267156862745098,Data Engineer,0.006730224836817927,0.4432428571428571
2023,medior,ft,data engineer,99000,usd,99000,us,0,us,m,1.0,ai,1.5165441176470589,Data Engineer,-0.34421739679190577,0.5010571428571428
2023,senior,ft,machine learning engineer,204500,usd,204500,us,0,us,m,1.0,ai,3.1326593137254903,Data Scientist/ ML Engineer,0.1285696148641015,0.7662843480595488
2023,senior,ft,machine learning engineer,142200,usd,142200,us,0,us,m,1.0,ai,2.1783088235294117,Data Scientist/ ML Engineer,-0.1861872269080002,0.30651373922381986
2023,medior,ft,data analyst,95000,usd,95000,us,100,us,m,1.0,ai,1.4552696078431373,Data Analyst,-0.3728661822309853,0.5781428571428571
2023,medior,ft,data analyst,75000,usd,75000,us,100,us,m,1.0,ai,1.1488970588235294,Data Analyst,-0.5161101094263827,0.9635714285714285
2023,medior,ft,data analyst,115000,usd,115000,us,0,us,m,1.0,ai,1.7616421568627452,Data Analyst,-0.2296222550355878,0.1927142857142856
2023,medior,ft,data analyst,105000,usd,105000,us,0,us,m,1.0,ai,1.6084558823529411,Data Analyst,-0.3012442186332866,0.38542857142857145
2023,senior,ft,data engineer,195800,usd,195800,us,0,us,m,1.0,ai,2.999387254901961,Data Engineer,0.08461480710459454,0.6164714530456595
2023,senior,ft,data engineer,161900,usd,161900,us,0,us,m,1.0,ai,2.4800857843137254,Data Engineer,-0.08665737485486373,0.03271775868119392
2023,medior,ft,data analyst,90000,usd,90000,us,100,us,m,1.0,ai,1.3786764705882353,Data Analyst,-0.40867716402983467,0.6745
2023,medior,ft,data analyst,80000,usd,80000,us,100,us,m,1.0,ai,1.2254901960784315,Data Analyst,-0.48029912762753335,0.8672142857142855
2023,senior,ft,data analyst,192500,usd,192500,us,100,us,m,1.0,ai,2.9488357843137254,Data Analyst,0.06794229381650561,0.5596458721783218
2023,senior,ft,data analyst,140000,usd,140000,us,100,us,m,1.0,ai,2.144607843137255,Data Analyst,-0.1973022357667261,0.34439745980204467
2023,medior,ft,analytics engineer,100000,usd,100000,us,0,us,m,1.0,ai,1.5318627450980393,Data Analyst,-0.3370552004321359,0.4817857142857141
2023,medior,ft,analytics engineer,75000,usd,75000,us,0,us,m,1.0,ai,1.1488970588235294,Data Analyst,-0.5161101094263827,0.9635714285714285
2023,medior,ft,data engineer,169000,usd,169000,us,0,us,m,1.0,ai,2.5888480392156863,Data Engineer,0.1571363483919853,0.8479428571428572
2023,medior,ft,data engineer,91000,usd,91000,us,0,us,m,1.0,ai,1.3939950980392157,Data Engineer,-0.4015149676700648,0.6552285714285714
2023,senior,ft,machine learning engineer,216600,usd,216600,ca,0,ca,m,1.0,ai,4.6560619088564055,Data Scientist/ ML Engineer,0.6310070259795014,2.4787614798973348
2023,senior,ft,machine learning engineer,144400,usd,144400,ca,0,ca,m,1.0,ai,3.1040412725709374,Data Scientist/ ML Engineer,0.1191310235456642,0.7341144271261052
2023,senior,ft,data analyst,150000,usd,150000,us,0,us,m,1.0,ai,2.297794117647059,Data Analyst,-0.14677946822706286,0.17219872990102233
2023,senior,ft,data analyst,120000,usd,120000,us,0,us,m,1.0,ai,1.838235294117647,Data Analyst,-0.29834777084605246,0.6887949196040892
2023,medior,ft,data engineer,133000,usd,133000,us,0,us,m,1.0,ai,2.0373774509803924,Data Engineer,-0.10070272055973004,0.15417142857142885
2023,medior,ft,data engineer,58400,usd,58400,us,0,us,m,1.0,ai,0.8946078431372549,Data Engineer,-0.6350025689985627,1.2834771428571425
2023,senior,ft,data scientist,166000,usd,166000,us,0,us,m,1.0,ai,2.542892156862745,Data Scientist/ ML Engineer,-0.06594304016360177,0.1033192379406132
2023,senior,ft,data scientist,73100,usd,73100,us,0,us,m,1.0,ai,1.1197916666666667,Data Scientist/ ML Engineer,-0.5352995506070728,1.4964069628398833
2023,medior,ft,data scientist,166000,usd,166000,us,0,us,m,1.0,ai,2.542892156862745,Data Scientist/ ML Engineer,0.1356497593126757,0.7901285714285716
2023,medior,ft,data scientist,73100,usd,73100,us,0,us,m,1.0,ai,1.1197916666666667,Data Scientist/ ML Engineer,-0.5297182825099455,1.0001871428571427
2023,senior,ft,ml engineer,336300,usd,336300,us,0,us,m,1.0,ai,5.151654411764706,Data Scientist/ ML Engineer,0.7944596910368622,3.0358636081550214
2023,senior,ft,ml engineer,179000,usd,179000,us,0,us,m,1.0,ai,2.7420343137254903,Data Scientist/ ML Engineer,-0.0002634423620396018,0.3271775868119422
2023,senior,ft,machine learning engineer,296400,usd,296400,us,0,us,m,1.0,ai,4.540441176470588,Data Scientist/ ML Engineer,0.592873848553606,2.3487906758499424
2023,senior,ft,machine learning engineer,159600,usd,159600,us,0,us,m,1.0,ai,2.4448529411764706,Data Scientist/ ML Engineer,-0.09827761138898623,0.006887949196041113
2023,senior,ft,data scientist,212000,usd,212000,us,0,us,m,1.0,ai,3.247549019607843,Data Scientist/ ML Engineer,0.16646169051884888,0.8954333954853153
2023,senior,ft,data scientist,93300,usd,93300,us,0,us,m,1.0,ai,1.4292279411764706,Data Scientist/ ML Engineer,-0.43324356017695315,1.1485655284398184
2023,senior,ft,machine learning engineer,204500,usd,204500,us,0,us,m,1.0,ai,3.1326593137254903,Data Scientist/ ML Engineer,0.1285696148641015,0.7662843480595488
2023,senior,ft,machine learning engineer,142200,usd,142200,us,0,us,m,1.0,ai,2.1783088235294117,Data Scientist/ ML Engineer,-0.1861872269080002,0.30651373922381986
2023,senior,ft,head of data,258500,usd,258500,us,100,us,m,1.0,ai,3.9598651960784315,Leaders,0.4013925595782827,1.6961574895250686
2023,senior,ft,head of data,226500,usd,226500,us,100,us,m,1.0,ai,3.469669117647059,Leaders,0.23971970345136048,1.1451215538417976
2023,senior,ft,research scientist,247250,usd,247250,us,0,us,m,1.0,ai,3.787530637254902,Data Scientist/ ML Engineer,0.3445544460961616,1.5024339183864186
2023,senior,ft,research scientist,118400,usd,118400,us,0,us,m,1.0,ai,1.8137254901960784,Data Scientist/ ML Engineer,-0.30643141365239857,0.7163467163882525
2023,medior,ft,bi analyst,160000,usd,160000,us,0,us,m,1.0,ai,2.450980392156863,Too vague answers,0.09267658115405651,0.6745000000000002
2023,medior,ft,bi analyst,140000,usd,140000,us,0,us,m,1.0,ai,2.144607843137255,Too vague answers,-0.050567346041341055,0.28907142857142853
2023,senior,ft,machine learning engineer,212000,usd,212000,us,0,us,m,1.0,ai,3.247549019607843,Data Scientist/ ML Engineer,0.16646169051884888,0.8954333954853153
2023,senior,ft,machine learning engineer,93400,usd,93400,us,0,us,m,1.0,ai,1.4307598039215685,Data Scientist/ ML Engineer,-0.4327383325015565,1.1468435411408082
2023,senior,ft,data scientist,140000,gbp,172256,gb,100,gb,m,1.2304,ai,3.979209498948925,Data Scientist/ ML Engineer,0.40777255491579073,1.7179026778311297
2023,senior,ft,data scientist,100000,gbp,123040,gb,100,gb,m,1.2304,ai,2.8422924992492318,Data Scientist/ ML Engineer,0.03280297313356169,0.4398791474747052
2023,senior,ft,data scientist,219000,usd,219000,us,0,us,m,1.0,ai,3.354779411764706,Data Scientist/ ML Engineer,0.20182762779661315,1.0159725064160312
2023,senior,ft,data scientist,132000,usd,132000,us,0,us,m,1.0,ai,2.0220588235294117,Data Scientist/ ML Engineer,-0.23772044979845663,0.4821564437228625
2023,senior,ft,data scientist,130500,usd,130500,us,0,us,m,1.0,ai,1.9990808823529411,Data Scientist/ ML Engineer,-0.2452988649294061,0.5079862532080158
2023,senior,ft,data scientist,116000,usd,116000,us,0,us,m,1.0,ai,1.7769607843137254,Data Scientist/ ML Engineer,-0.3185568778619177,0.7576744115644981
2023,senior,ft,research scientist,323300,usd,323300,us,0,us,m,1.0,ai,4.9525122549019605,Data Scientist/ ML Engineer,0.7287800932353,2.812005259283692
2023,senior,ft,research scientist,184700,usd,184700,us,0,us,m,1.0,ai,2.8293504901960786,Data Scientist/ ML Engineer,0.028534535135568438,0.42533086285552496
2023,senior,ft,machine learning scientist,250000,usd,250000,us,0,us,m,1.0,ai,3.829656862745098,Data Scientist/ ML Engineer,0.35844820716956893,1.5497885691091997
2023,senior,ft,machine learning scientist,200000,usd,200000,us,0,us,m,1.0,ai,3.0637254901960786,Data Scientist/ ML Engineer,0.10583436947125312,0.6887949196040889
2023,medior,ft,data scientist,136000,usd,136000,us,0,us,m,1.0,ai,2.0833333333333335,Data Scientist/ ML Engineer,-0.07921613148042045,0.2119857142857145
2023,medior,ft,data scientist,91000,usd,91000,us,0,us,m,1.0,ai,1.3939950980392157,Data Scientist/ ML Engineer,-0.4015149676700648,0.6552285714285714
2023,senior,ft,data scientist,185900,usd,185900,us,0,us,m,1.0,ai,2.847732843137255,Data Scientist/ ML Engineer,0.034597267240327925,0.44599471044364725
2023,senior,ft,data scientist,129300,usd,129300,us,0,us,m,1.0,ai,1.9806985294117647,Data Scientist/ ML Engineer,-0.25136159703416566,0.5286501007961384
2023,senior,ft,data analyst,143000,usd,143000,ca,100,ca,m,1.0,ai,3.0739466895958727,Data Analyst,0.10920545009126838,0.7002847058812334
2023,senior,ft,data analyst,78000,usd,78000,ca,100,ca,m,1.0,ai,1.6766981943250214,Data Analyst,-0.35162474600567667,0.8703809233449434
2023,junior,ft,data scientist,135000,usd,135000,us,0,us,m,1.0,ai,2.068014705882353,Data Scientist/ ML Engineer,-0.04612582369247505,1.01175
2023,junior,ft,data scientist,110000,usd,110000,us,0,us,m,1.0,ai,1.6850490196078431,Data Scientist/ ML Engineer,-0.1366830681566914,0.44966666666666677
2023,medior,ft,data engineer,142000,usd,142000,ca,0,ca,m,1.0,ai,3.052450558899398,Data Engineer,0.3738928619558892,1.4311728411743032
2023,medior,ft,data engineer,102200,usd,102200,ca,0,ca,m,1.0,ai,2.1969045571797077,Data Engineer,-0.026116112656276266,0.3548627269377227
2023,senior,ft,data scientist,137500,usd,137500,us,0,us,m,1.0,ai,2.106311274509804,Data Scientist/ ML Engineer,-0.20993292765164182,0.38744714227730004
2023,senior,ft,data scientist,81500,usd,81500,us,0,us,m,1.0,ai,1.248468137254902,Data Scientist/ ML Engineer,-0.49286042587375567,1.3517600297230246
2023,senior,ft,bi analyst,202000,usd,202000,us,100,us,m,1.0,ai,3.094362745098039,Too vague answers,0.11593892297918564,0.723234665584293
2023,senior,ft,bi analyst,147000,usd,147000,us,100,us,m,1.0,ai,2.2518382352941178,Too vague answers,-0.1619362984889618,0.22385834887132897
2023,senior,ft,data scientist,140000,usd,140000,us,0,us,m,1.0,ai,2.144607843137255,Data Scientist/ ML Engineer,-0.1973022357667261,0.34439745980204467
2023,senior,ft,data scientist,125000,usd,125000,us,0,us,m,1.0,ai,1.914828431372549,Data Scientist/ ML Engineer,-0.27308638707622085,0.6026955546535779
2023,senior,ft,data scientist,170625,usd,170625,us,0,us,m,1.0,ai,2.6137408088235294,Data Scientist/ ML Engineer,-0.042576260176507556,0.18296115051983594
2023,senior,ft,data scientist,127950,usd,127950,us,0,us,m,1.0,ai,1.9600183823529411,Data Scientist/ ML Engineer,-0.2581821706520202,0.5518969293327765
2023,medior,ft,data scientist,100000,gbp,123040,gb,0,gb,m,1.2304,ai,2.8422924992492318,Data Scientist/ ML Engineer,0.2756338439975675,1.1667858359926475
2023,medior,ft,data scientist,70000,gbp,86128,gb,0,gb,m,1.2304,ai,1.9896047494744624,Data Scientist/ ML Engineer,-0.12303876012443961,0.09407151376628191
2023,junior,ft,data analyst,85256,usd,85256,us,0,us,m,1.0,ai,1.3060049019607842,Data Analyst,-0.22631300643759425,0.10666093333333346
2023,junior,ft,data analyst,71615,usd,71615,us,0,us,m,1.0,ai,1.0970435049019607,Data Analyst,-0.27572466130704926,0.41335608333333357
2023,junior,ft,data scientist,100000,usd,100000,us,0,us,l,1.0,ai,1.5318627450980393,Data Scientist/ ML Engineer,-0.17290596594237795,0.22483333333333355
2023,medior,ft,research analyst,100000,usd,100000,us,0,us,s,1.0,ai,1.5318627450980393,Data Analyst,-0.3370552004321359,0.4817857142857141
2023,executive,ft,data engineer,185000,usd,185000,us,0,us,m,1.0,ai,2.8339460784313726,Data Engineer,-0.21956072440341826,0.1454803921568627
2023,executive,ft,data engineer,125000,usd,125000,us,0,us,m,1.0,ai,1.914828431372549,Data Engineer,-0.8569465830088522,0.9390098039215686
2023,junior,ft,data management analyst,60000,usd,60000,us,100,us,m,1.0,ai,0.9191176470588235,Data Analyst,-0.31779755708512425,0.6745000000000002
2023,junior,ft,data management analyst,52000,usd,52000,us,100,us,m,1.0,ai,0.7965686274509803,Data Analyst,-0.3467758753136735,0.8543666666666668
2023,senior,ft,machine learning engineer,300000,usd,300000,us,0,us,m,1.0,ai,4.595588235294118,Data Scientist/ ML Engineer,0.611062044867885,2.410782218614311
2023,senior,ft,machine learning engineer,260000,usd,260000,us,0,us,m,1.0,ai,3.982843137254902,Data Scientist/ ML Engineer,0.40897097470923216,1.721987299010222
2023,senior,ft,data scientist,225000,usd,225000,us,0,us,m,1.0,ai,3.4466911764705883,Data Scientist/ ML Engineer,0.23214128832041103,1.1192917443566444
2023,senior,ft,data scientist,170000,usd,170000,us,0,us,m,1.0,ai,2.6041666666666665,Data Scientist/ ML Engineer,-0.045733933147736563,0.17219872990102186
2023,senior,ft,business intelligence analyst,100000,usd,100000,us,100,us,m,1.0,ai,1.5318627450980393,Business Analyst,-0.39939330592537875,1.0331923794061333
2023,senior,ft,business intelligence analyst,80000,usd,80000,us,100,us,m,1.0,ai,1.2254901960784315,Business Analyst,-0.5004388410047051,1.3775898392081778
2023,senior,ft,machine learning modeler,204500,usd,204500,us,0,us,m,1.0,ai,3.1326593137254903,Data Scientist/ ML Engineer,0.1285696148641015,0.7662843480595488
2023,senior,ft,machine learning modeler,142200,usd,142200,us,0,us,m,1.0,ai,2.1783088235294117,Data Scientist/ ML Engineer,-0.1861872269080002,0.30651373922381986
2023,senior,ft,data scientist,135000,usd,135000,us,100,us,m,1.0,ai,2.068014705882353,Data Scientist/ ML Engineer,-0.2225636195365577,0.4304968247525559
2023,senior,ft,data scientist,100000,usd,100000,us,100,us,m,1.0,ai,1.5318627450980393,Data Scientist/ ML Engineer,-0.39939330592537875,1.0331923794061333
2023,senior,ft,data scientist,297300,usd,297300,us,100,us,m,1.0,ai,4.554227941176471,Data Scientist/ ML Engineer,0.597420897632176,2.364288561541035
2023,senior,ft,data scientist,198200,usd,198200,us,100,us,m,1.0,ai,3.0361519607843137,Data Scientist/ ML Engineer,0.09674027131411365,0.6577991482219047
2023,senior,ft,machine learning engineer,240000,usd,240000,us,100,us,m,1.0,ai,3.676470588235294,Data Scientist/ ML Engineer,0.3079254396299057,1.3775898392081773
2023,senior,ft,machine learning engineer,190000,usd,190000,us,100,us,m,1.0,ai,2.9105392156862746,Data Scientist/ ML Engineer,0.055311601931589884,0.5165961897030666
2023,senior,ft,business intelligence engineer,185000,usd,185000,us,0,us,l,1.0,ai,2.8339460784313726,Business Analyst,0.030050218161758274,0.43049682475255535
2023,senior,ft,business intelligence engineer,79600,usd,79600,us,0,us,l,1.0,ai,1.2193627450980393,Business Analyst,-0.5024597517062916,1.3844777884042188
2023,senior,ft,applied scientist,222200,usd,222200,us,0,us,l,1.0,ai,3.403799019607843,Data Scientist/ ML Engineer,0.21799491340930532,1.071076099984358
2023,senior,ft,applied scientist,136000,usd,136000,us,0,us,l,1.0,ai,2.0833333333333335,Data Scientist/ ML Engineer,-0.2175113427825913,0.4132769517624533
2023,senior,ft,data engineer,110000,usd,110000,us,100,us,m,1.0,ai,1.6850490196078431,Data Engineer,-0.34887053838571563,0.8609936495051113
2023,senior,ft,data engineer,95000,usd,95000,us,100,us,m,1.0,ai,1.4552696078431373,Data Engineer,-0.42465468969521036,1.1192917443566444
2023,senior,ft,machine learning engineer,324000,usd,324000,us,0,us,m,1.0,ai,4.963235294117647,Data Scientist/ ML Engineer,0.7323166869630764,2.824059170376764
2023,senior,ft,machine learning engineer,159000,usd,159000,us,0,us,m,1.0,ai,2.4356617647058822,Data Scientist/ ML Engineer,-0.10130897744136605,0.017219872990102535
2023,senior,ft,machine learning engineer,207700,usd,207700,ca,0,ca,m,1.0,ai,4.464746345657781,Data Scientist/ ML Engineer,0.5679087375908428,2.263701109126366
2023,senior,ft,machine learning engineer,133700,usd,133700,ca,0,ca,m,1.0,ai,2.874032674118659,Data Scientist/ ML Engineer,0.043271283572782475,0.47555870046887294
2023,medior,ft,research analyst,71000,usd,71000,us,100,us,m,1.0,ai,1.0876225490196079,Data Analyst,-0.5447588948654623,1.0406571428571427
2023,medior,ft,research analyst,57000,usd,57000,us,100,us,m,1.0,ai,0.8731617647058824,Data Analyst,-0.6450296439022405,1.3104571428571428
2023,senior,ft,applied scientist,222200,usd,222200,us,0,us,l,1.0,ai,3.403799019607843,Data Scientist/ ML Engineer,0.21799491340930532,1.071076099984358
2023,senior,ft,applied scientist,136000,usd,136000,us,0,us,l,1.0,ai,2.0833333333333335,Data Scientist/ ML Engineer,-0.2175113427825913,0.4132769517624533
