seniority_level,level_1,age,city,job_title,language_at_work,company_size,company_type,salary,year,country,experience,skills,skills_2,employment_status,years_of_experience_in_germany,job_title_2,your_seniority_level,skills_3,company_industry,survey,city_category,language_category,company_size_category,industry_category,country_code,median_income_2020_usd,mean_income_2020_usd,gdp_ppp_usd,glassdoor_software_engineer_usd,salary_normmed,salary_normmean,salary_normgdp,salary_normse,salary_norm,salary_2024,salary_norm_2024,salary_normmed_2024,salary_normmean_2024,salary_normgdp_2024,salary_normse_2024,job_category,salary_log,salary_2024_log,salary_norm_log,salary_norm_2024_log,salary_normmed_2024_log,salary_normmean_2024_log,salary_normgdp_2024_log,salary_normse_2024_log,z_score,modif_z_score,modif_z_score_signed
executive,60,34.0,munich,software engineer,english,51-100,product,164226.55197971824,2020,de,13.0,.net,".net, sql",full-time employee,3.0,,,,,it,munich,English-speaking (but not german),m,other,de,16845,19730,69338,83332.0,9.749275867006128,8.323697515444412,2.3684927742322857,1.970750155759111,3.371031713359161,194191.53886392416,3.9861144746992667,11.528141220773177,9.84245001844522,2.8006509974894596,2.330335751739118,Software Engineer,12.009002168041599,12.176600264703401,1.2152188439084015,1.3828169405702035,2.4447911088627476,2.28670466568674,1.0298518892608086,0.8460123566551283,0.5642286357240939,1.4937560955173332,1.4937560955173332
executive,62,38.0,stuttgart,hardware engineer,english,1000+,product,94658.35982164314,2020,de,15.0,hardware,,full-time employee,5.0,,,,,it,stuttgart,English-speaking (but not german),l,other,de,16845,19730,69338,83332.0,5.619374284454921,4.797686762374209,1.365172918481109,1.1359184925555985,1.9430252236722938,111929.84531740073,2.297552093055827,6.64469250919565,5.673078830076063,1.6142641166085079,1.3431796346829636,Hardware,11.458029476262196,11.625627572923998,0.6642461521289987,0.8318442487908007,1.8938184170833448,1.735731973907337,0.47887919748140595,0.2950396648757255,-0.2684097039143331,0.5717195531011201,-0.5717195531011201
executive,63,32.0,berlin,data scientist,english,1000+,consulting / agency,159664.70331361494,2020,de,10.0,,,full-time employee,10.0,,,,,it,berlin,English-speaking (but not german),l,other,de,16845,19730,69338,83332.0,9.47846264847818,8.092483695570955,2.3027013082813887,1.9160070958769133,3.2773919435436283,188797.32945103737,3.875389072624287,11.2079150757517,9.569048629043962,2.7228551364480857,2.2656042030796977,Data Scientist/ ML Engineer,11.980831291074903,12.148429387736705,1.1870479669417051,1.3546460636035071,2.4166202318960512,2.2585337887200434,1.0016810122941124,0.8178414796884319,0.5216563765655586,1.3881496630333174,1.3881496630333174
executive,70,31.0,berlin,engineering manager,english,101-1000,startup,91236.97332206568,2020,de,11.0,java,"python, java / scala, sql, go, aws, google cloud, kubernetes, docker",full-time employee,6.0,,,,,it,berlin,English-speaking (but not german),m,other,de,16845,19730,69338,83332.0,5.4162643705589595,4.624276397469117,1.3158293190179364,1.0948611976439504,1.8727953963106447,107884.18825773564,2.2145080414995926,6.404522900429542,5.468027788025122,1.5559172208274776,1.2946309731883987,Other managers,11.42121550313948,11.588813599801282,0.6274321790062825,0.7950302756680845,1.8570044439606284,1.6989180007846207,0.4420652243586898,0.25822569175300925,-0.3240435418771498,0.709727055375496,-0.709727055375496
executive,76,26.0,berlin,software engineer,english,1000+,product,96939.28415469479,2020,de,8.0,go,"python, php, javascript / typescript, go, google cloud, kubernetes, docker",full-time employee,3.0,,,,,it,berlin,English-speaking (but not german),l,other,de,16845,19730,69338,83332.0,5.754780893718896,4.913293672310937,1.3980686514565577,1.1632900224966973,1.9898451085800601,114626.95002384413,2.352914794093317,6.80480558170639,5.809779524776691,1.6531620471291952,1.3755454090126735,Software Engineer,11.481840124955914,11.649438221617716,0.6880568008227174,0.8556548974845193,1.9176290657770634,1.7595426226010555,0.5026898461751248,0.318850313569444,-0.23242668825883214,0.48245865907050395,-0.48245865907050395
executive,85,29.0,berlin,devops,english,101-1000,product,100360.67065427225,2020,de,7.0,kubernetes,"python, go, aws, kubernetes",full-time employee,1.0,,,,,it,berlin,English-speaking (but not german),m,other,de,16845,19730,69338,83332.0,5.957890807614856,5.0867040372160295,1.4474122509197302,1.2043473174083457,2.060074935941709,118672.60708350921,2.4359588456495516,7.044975190472496,6.0148305668276345,1.7115089429102255,1.4240940705072387,DevOps Engineer,11.516525682943804,11.684123779605606,0.7227423588106073,0.8903404554724093,1.9523146237649533,1.7942281805889457,0.5373754041630147,0.3535358715573342,-0.18000934372729555,0.3524301178167499,-0.3524301178167499
executive,92,28.0,berlin,software engineer,english,101-1000,product,91236.97332206568,2020,de,8.0,php ,"python, javascript / typescript, .net, sql, aws, azure, kubernetes, docker",full-time employee,3.0,,,,,it,berlin,English-speaking (but not german),m,other,de,16845,19730,69338,83332.0,5.4162643705589595,4.624276397469117,1.3158293190179364,1.0948611976439504,1.8727953963106447,107884.18825773564,2.2145080414995926,6.404522900429542,5.468027788025122,1.5559172208274776,1.2946309731883987,Software Engineer,11.42121550313948,11.588813599801282,0.6274321790062825,0.7950302756680845,1.8570044439606284,1.6989180007846207,0.4420652243586898,0.25822569175300925,-0.3240435418771498,0.709727055375496,-0.709727055375496
executive,108,33.0,berlin,backend developer,english,101-1000,product,74130.04082417836,2020,de,12.0,php,"javascript / typescript, sql, aws, docker",full-time employee,6.0,,,,,it,berlin,English-speaking (but not german),m,other,de,16845,19730,69338,83332.0,4.400714801079155,3.7572245729436573,1.0691113217020733,0.8895747230857097,1.5216462595023987,87655.9029594102,1.7992877837184187,5.203674856599003,4.442772577770411,1.2641827419223255,1.051887665715574,Back End,11.213576138361235,11.381174235023037,0.4197928142280379,0.5873909108898399,1.6493650791823837,1.4912786360063761,0.23442585958044518,0.050586326974764804,-0.6378313184984927,1.4881214441409194,-1.4881214441409194
executive,126,30.0,berlin,software engineer,english,101-1000,startup,90096.51115553986,2020,de,10.0,python,"python, sql",full-time employee,5.0,,,,,it,berlin,English-speaking (but not german),m,other,de,16845,19730,69338,83332.0,5.348561065926973,4.566472942500753,1.2993814525302123,1.081175432673401,1.8493854538567618,106535.63590451395,2.1868266909808476,6.324466364174174,5.399677440674807,1.536468255567134,1.2784480860235437,Software Engineer,11.40863672093262,11.576234817594422,0.6148533967994224,0.7824514934612243,1.8444256617537684,1.6863392185777606,0.4294864421518296,0.24564690954614907,-0.3430527894998734,0.7568821480419516,-0.7568821480419516
executive,147,30.0,berlin,product manager,english,1000+,startup,171069.32497887316,2020,de,7.0,,"python, sql",full-time employee,5.0,,,,,it,berlin,English-speaking (but not german),l,other,de,16845,19730,69338,83332.0,10.15549569479805,8.670518245254595,2.4671799731586312,2.0528647455824074,3.511491368082459,202282.85298325436,4.152202577811736,12.008480438305392,10.252552102547103,2.917344789051521,2.4274330747282478,Project managers,12.049824162561855,12.217422259223657,1.2560408384286565,1.4236389350904586,2.4856131033830025,2.327526660206995,1.070673883781064,0.8868343511753835,0.625919456785118,1.6467887900004579,1.6467887900004579
